location,bhk,price,sq_feet,latitude,longitude,bhk_num,price_per_sqft
Mapusa,Office Space,100000,77.0,15.590853,73.8102146,0.0,1298.7012987012988
Taleigao,2 BHK,10000000,11905.0,15.4702665,73.8225674,2.0,839.9832003359933
Calangute,2 BHK,10000000,12500.0,15.545594,73.7646182,2.0,800.0
Tuem,Land,10000000,2714.0,15.6665677,73.795665,0.0,3684.598378776713
Bainguinim,2 BHK,10000000,7492.0,15.5003488,73.9022881,2.0,1334.7570742124933
Arpora,1 BHK,10000000,13333.0,15.5630974,73.7640368,1.0,750.0187504687617
Mapusa,1 BHK,10000000,11806.0,15.590853,73.8102146,1.0,847.0269354565476
Porvorim,2 BHK,10000000,7943.0,15.5251795,73.8282988,2.0,1258.9701624071508
Siolim,1 BHK,10000000,15408.0,15.6270222,73.7656851,1.0,649.0134994807892
Taleigao,Warehouse,100000,31.0,15.4702665,73.8225674,0.0,3225.8064516129034
Mopa,Land,10000000,4274.0,15.757828,73.8557746,0.0,2339.728591483388
Majorda,4 BHK,10000000,5102.0,15.3132484,73.9103868,4.0,1960.015680125441
Kadamba Plateau,2 BHK,10000000,8368.0,15.4893121,73.8911462,2.0,1195.0286806883364
Margao,3 BHK,10000000,5955.0,15.272923,73.9583159,3.0,1679.2611251049539
Ponda,4 BHK,10000000,5235.0,15.3979351,74.0079788,4.0,1910.2196752626553
Povorim,3 BHK,10000000,6407.0,,,3.0,1560.7928827844546
Divar Island,Land,10000000,1858.0,15.5250877,73.9078163,0.0,5382.1313240043055
Porvorim,2 BHK,10000000,9290.0,15.5251795,73.8282988,2.0,1076.4262648008612
Raia,3 BHK,10000000,7485.0,15.31364,73.9840684,3.0,1336.005344021376
Kadamba Plateau,2 BHK,10000000,7432.0,15.4893121,73.8911462,2.0,1345.5328310010764
Polem,Land,10000000,774.0,14.9113642,74.08733,0.0,12919.896640826873
Aquem,2 BHK,10000000,7940.0,15.2722287,73.9700286,2.0,1259.4458438287154
Mapusa,Office Space,10000000,8224.0,15.590853,73.8102146,0.0,1215.953307392996
Cuncolim,Land,10000000,2322.0,15.1801323,73.9978596,0.0,4306.6322136089575
Caranzalem,2 BHK,10000000,10098.0,15.4677228,73.8079977,2.0,990.2951079421667
Ponda,3 BHK,10000000,7807.0,15.3979351,74.0079788,3.0,1280.901754835404
Ponda,3 BHK,10000000,7807.0,15.3979351,74.0079788,3.0,1280.901754835404
Camurlim,Land,10000000,953.0,15.6446615,73.8018179,0.0,10493.17943336831
Panjim,Office Space,10000000,11765.0,15.4989946,73.8282141,0.0,849.9787505312368
Kadamba Plateau,2 BHK,10000000,15055.0,15.4893121,73.8911462,2.0,664.2311524410495
Arpora,1 BHK,10100000,20001.0,15.5630974,73.7640368,1.0,504.9747512624369
Sancoale,2 BHK,10100000,7932.0,15.3886307,73.8893336,2.0,1273.3232476046394
Bogmalo,Land,10200000,2448.0,15.3696321,73.8359166,0.0,4166.666666666667
Porvorim,1 BHK,10300000,16000.0,15.5251795,73.8282988,1.0,643.75
Curtorim,Land,10300000,511.0,15.289893,74.0221562,0.0,20156.55577299413
Raia,3 BHK,10300000,4924.0,15.31364,73.9840684,3.0,2091.795288383428
Porvorim,2 BHK,10300000,8707.0,15.5251795,73.8282988,2.0,1182.9562421040541
Porvorim,2 BHK,10300000,9120.0,15.5251795,73.8282988,2.0,1129.3859649122808
Merces,3 BHK,10300000,7103.0,15.4828297,73.8538551,3.0,1450.0915106293116
Sancoale,2 BHK,10300000,8620.0,15.3886307,73.8893336,2.0,1194.8955916473317
Verna,4 BHK,10300000,5729.0,15.3510255,73.9303722,4.0,1797.8704835049748
Margao,3 BHK,10400000,6193.0,15.272923,73.9583159,3.0,1679.31535604715
Dabolim,2 BHK,10400000,9270.0,15.3896948,73.8528925,2.0,1121.898597626753
Curca,Land,10400000,4444.0,15.4608194,73.8778694,0.0,2340.2340234023404
Dabolim,2 BHK,10400000,9270.0,15.3896948,73.8528925,2.0,1121.898597626753
Bambolim,Land,10500000,3723.0,15.4549212,73.8464479,0.0,2820.3062046736504
Assolna,Land,10500000,557.0,15.1801582,73.9713569,0.0,18850.987432675043
Siolim,1 BHK,10500000,12353.0,15.6270222,73.7656851,1.0,849.9959524002267
Caranzalem,2 BHK,10500000,8868.0,15.4677228,73.8079977,2.0,1184.0324763193505
Bambolim,Land,10500000,3723.0,15.4549212,73.8464479,0.0,2820.3062046736504
Calangute,1 BHK,10500000,13378.0,15.545594,73.7646182,1.0,784.8706832112423
Dabolim,2 BHK,10500000,8444.0,15.3896948,73.8528925,2.0,1243.4864992894363
Siolim,1 BHK,10500000,15195.0,15.6270222,73.7656851,1.0,691.0167818361303
Siolim,1 BHK,10500000,19091.0,15.6270222,73.7656851,1.0,549.9973809648526
Siolim,1 BHK,10500000,13359.0,15.6270222,73.7656851,1.0,785.9869750729845
Panjim,Office Space,10500000,11667.0,15.4989946,73.8282141,0.0,899.9742864489587
Porvorim,2 BHK,10500000,13575.0,15.5251795,73.8282988,2.0,773.4806629834254
Porvorim,2 BHK,10500000,9123.0,15.5251795,73.8282988,2.0,1150.9371917132523
Porvorim,2 BHK,10500000,9123.0,15.5251795,73.8282988,2.0,1150.9371917132523
Siolim,1 BHK,10500000,15000.0,15.6270222,73.7656851,1.0,700.0
Panaji,2 BHK,10500000,11551.0,15.4989946,73.8282141,2.0,909.0122067353476
Taleigao,2 BHK,10500000,8197.0,15.4702665,73.8225674,2.0,1280.9564474807858
Karaswada,2 BHK,10500000,6131.0,15.6104102,73.8266444,2.0,1712.6080574131463
Porvorim,2 BHK,10700000,13575.0,15.5251795,73.8282988,2.0,788.2136279926335
Caranzalem,2 BHK,10800000,9290.0,15.4677228,73.8079977,2.0,1162.54036598493
Vasco,3 BHK,10800000,9465.0,15.398403,73.8129178,3.0,1141.0459587955627
Siolim,1 BHK,10800000,17419.0,15.6270222,73.7656851,1.0,620.0126298869051
Bainguinim,2 BHK,10800000,10588.0,15.5003488,73.9022881,2.0,1020.0226671703815
Mapusa,3 BHK,10800000,7838.0,15.590853,73.8102146,3.0,1377.9025261546312
Kadamba Plateau,Land,10900000,3716.0,15.4893121,73.8911462,0.0,2933.2615715823467
Porvorim,2 BHK,10900000,10200.0,15.5251795,73.8282988,2.0,1068.6274509803923
Porvorim,1 BHK,10900000,18137.0,15.5251795,73.8282988,1.0,600.9814191983239
Bicholim,2 BHK,10900000,10093.0,15.5557695,73.977291,2.0,1079.9564054295056
Reis Magos,1 BHK,11000000,20000.0,15.4966011,73.8095534,1.0,550.0
Panjim,Office Space,11000000,11224.0,15.4989946,73.8282141,0.0,980.0427655024946
Porvorim,4 BHK,11000000,6571.0,15.5251795,73.8282988,4.0,1674.022218840359
Cunchelim,2 BHK,11000000,4645.0,15.6160163,73.8165524,2.0,2368.1377825618947
Arpora,2 BHK,11000000,12022.0,15.5630974,73.7640368,2.0,914.9891864914324
Dabolim,2 BHK,11000000,8594.0,15.3896948,73.8528925,2.0,1279.9627647195719
Dona Paula,2 BHK,11000000,9921.0,15.4581997,73.8038671,2.0,1108.759197661526
Porvorim,2 BHK,11000000,10358.0,15.5251795,73.8282988,2.0,1061.981077428075
Nagoa,1 BHK,11000000,12731.0,15.5545419,73.779931,1.0,864.0326761448433
Corlim,2 BHK,11000000,6231.0,15.4948124,73.9465928,2.0,1765.3667148130316
Vasco,3 BHK,11000000,9649.0,15.398403,73.8129178,3.0,1140.0145092755727
Verla,3 BHK,11000000,4645.0,15.5869941,73.7829566,3.0,2368.1377825618947
Vasco,2 BHK,11000000,9167.0,15.398403,73.8129178,2.0,1199.9563652230827
Arpora,1 BHK,11000000,12774.0,15.5630974,73.7640368,1.0,861.1241584468452
Siolim,1 BHK,11000000,14810.0,15.6270222,73.7656851,1.0,742.7413909520594
Mapusa,2 BHK,11000000,7146.0,15.590853,73.8102146,2.0,1539.3226980128743
Vasco,3 BHK,11000000,9649.0,15.398403,73.8129178,3.0,1140.0145092755727
Panjim,2 BHK,11000000,7048.0,15.4989946,73.8282141,2.0,1560.7264472190693
Dabolim,3 BHK,11000000,9735.0,15.3896948,73.8528925,3.0,1129.9435028248588
Calangute,1 BHK,11000000,31429.0,15.545594,73.7646182,1.0,349.995227337809
Porvorim,2 BHK,11000000,8462.0,15.5251795,73.8282988,2.0,1299.9290947766485
Dabolim,2 BHK,11000000,15942.0,15.3896948,73.8528925,2.0,690.0012545477356
Porvorim,2 BHK,11000000,13575.0,15.5251795,73.8282988,2.0,810.3130755064457
Sancole,Studio Apartment,11000000,12717.0,15.381958,73.875663,0.0,864.9838798458755
Dabolim,2 BHK,11000000,8444.0,15.3896948,73.8528925,2.0,1302.7001421127427
Dabolim,2 BHK,11000000,8594.0,15.3896948,73.8528925,2.0,1279.9627647195719
Dabolim,2 BHK,11000000,12774.0,15.3896948,73.8528925,2.0,861.1241584468452
Colva,3 BHK,11000000,8964.0,15.278266,73.9197099,3.0,1227.1307452030344
Calangute,3 BHK,11000000,7333.0,15.545594,73.7646182,3.0,1500.0681849174962
Arpora,2 BHK,11000000,11354.0,15.5630974,73.7640368,2.0,968.8215606834596
Calangute,3 BHK,11000000,7299.0,15.545594,73.7646182,3.0,1507.0557610631593
Dona Paula,2 BHK,11000000,9921.0,15.4581997,73.8038671,2.0,1108.759197661526
Old Goa,3 BHK,11000000,8376.0,15.5023329,73.9117432,3.0,1313.2760267430754
Dona Paula,2 BHK,11000000,8886.0,15.4581997,73.8038671,2.0,1237.9023182534324
Dabolim,2 BHK,11000000,14103.0,15.3896948,73.8528925,2.0,779.9758916542579
Adora de,3 BHK,11100000,9728.0,15.3971412,73.8643882,3.0,1141.0361842105262
Adora de,3 BHK,11100000,9737.0,15.3971412,73.8643882,3.0,1139.9815138132894
Panjim,2 BHK,11100000,10412.0,15.4989946,73.8282141,2.0,1066.0776027660393
Mapusa,Office Space,11200000,15000.0,15.590853,73.8102146,0.0,746.6666666666666
Merces,2 BHK,11300000,6038.0,15.4828297,73.8538551,2.0,1871.480622722756
Dabolim,3 BHK,11300000,10000.0,15.3896948,73.8528925,3.0,1130.0
Verna,3 BHK,11300000,5727.0,15.3510255,73.9303722,3.0,1973.1098306268552
Dabolim,2 BHK,11400000,9244.0,15.3896948,73.8528925,2.0,1233.2323669407183
Dabolim,2 BHK,11400000,9244.0,15.3896948,73.8528925,2.0,1233.2323669407183
Caranzalem,2 BHK,11500000,9712.0,15.4677228,73.8079977,2.0,1184.1021416803953
Panaji,Office Space,11500000,11489.0,15.4989946,73.8282141,0.0,1000.9574375489599
Porvorim,2 BHK,11500000,7631.0,15.5251795,73.8282988,2.0,1507.010876687197
Panjim,Office Space,11500000,14839.0,15.4989946,73.8282141,0.0,774.9848372531842
Caranzalem,3 BHK,11500000,9539.0,15.4677228,73.8079977,3.0,1205.5771045182933
Vasco,2 BHK,11500000,8155.0,15.398403,73.8129178,2.0,1410.1778050275905
Caranzalem,2 BHK,11500000,8903.0,15.4677228,73.8079977,2.0,1291.6994271593844
Mapusa,Office Space,11500000,9536.0,15.590853,73.8102146,0.0,1205.956375838926
Panjim,3 BHK,11500000,7122.0,15.4989946,73.8282141,3.0,1614.7149677057007
Reis Magos,1 BHK,11500000,13354.0,15.4966011,73.8095534,1.0,861.1651939493785
Panjim,2 BHK,11600000,7432.0,15.4989946,73.8282141,2.0,1560.8180839612487
Mapusa,3 BHK,11600000,7438.0,15.590853,73.8102146,3.0,1559.5590212422694
Calangute,1 BHK,11600000,17857.0,15.545594,73.7646182,1.0,649.6051968415748
Morjim,3 BHK,11700000,5726.0,15.6294635,73.7358315,3.0,2043.3112120153685
Morjim,3 BHK,11700000,5726.0,15.6294635,73.7358315,3.0,2043.3112120153685
Dabolim,2 BHK,11700000,9240.0,15.3896948,73.8528925,2.0,1266.2337662337663
Velha,3 BHK,11700000,6500.0,15.5023329,73.9117432,3.0,1800.0
Dabolim,2 BHK,11700000,9240.0,15.3896948,73.8528925,2.0,1266.2337662337663
Arpora,1 BHK,11700000,20001.0,15.5630974,73.7640368,1.0,584.9707514624268
Dabolim,3 BHK,11800000,6980.0,15.3896948,73.8528925,3.0,1690.5444126074499
Arpora,2 BHK,11800000,9135.0,15.5630974,73.7640368,2.0,1291.735084838533
Calangute,1 BHK,11800000,14434.0,15.545594,73.7646182,1.0,817.5142025772482
Colvale,Land,11800000,3754.0,15.6444652,73.836751,0.0,3143.313798614811
Dabolim,3 BHK,11800000,6980.0,15.3896948,73.8528925,3.0,1690.5444126074499
Carambolim,2 BHK,11900000,10051.0,15.4845631,73.9320931,2.0,1183.961794846284
Margao,Office Space,12000000,10909.0,15.272923,73.9583159,0.0,1100.009166743056
Porvorim,2 BHK,12000000,13575.0,15.5251795,73.8282988,2.0,883.9779005524862
Calangute,3 BHK,12000000,10135.0,15.545594,73.7646182,3.0,1184.0157868771585
Arpora,2 BHK,12000000,20001.0,15.5630974,73.7640368,2.0,599.970001499925
Panjim,3 BHK,12000000,8137.0,15.4989946,73.8282141,3.0,1474.7449920117979
Dabolim,3 BHK,12000000,10573.0,15.3896948,73.8528925,3.0,1134.9664239099593
Taleigao,2 BHK,12000000,10929.0,15.4702665,73.8225674,2.0,1097.9961570134506
Majorda,3 BHK,12000000,8137.0,15.3132484,73.9103868,3.0,1474.7449920117979
Taleigao,2 BHK,12000000,10540.0,15.4702665,73.8225674,2.0,1138.5199240986717
Baga,2 BHK,12000000,9779.0,15.5592836,73.7539656,2.0,1227.1193373555577
Siolim,1 BHK,12000000,19907.0,15.6270222,73.7656851,1.0,602.8030341086051
Candolim,2 BHK,12000000,10000.0,15.5201532,73.7659422,2.0,1200.0
Arpora,2 BHK,12000000,10909.0,15.5630974,73.7640368,2.0,1100.009166743056
Candolim,1 BHK,12000000,17143.0,15.5201532,73.7659422,1.0,699.9941667152774
Taleigao,2 BHK,12000000,10929.0,15.4702665,73.8225674,2.0,1097.9961570134506
Caranzalem,3 BHK,12000000,8571.0,15.4677228,73.8079977,3.0,1400.070003500175
Porvorim,2 BHK,12000000,8990.0,15.5251795,73.8282988,2.0,1334.8164627363738
Orlim,Land,12000000,1715.0,15.2113931,73.9370708,0.0,6997.084548104956
Velha,3 BHK,12000000,6159.0,15.5023329,73.9117432,3.0,1948.368241597662
Margao,Land,12000000,1858.0,15.272923,73.9583159,0.0,6458.557588805167
Panjim,Office Space,12000000,11988.0,15.4989946,73.8282141,0.0,1001.001001001001
Calangute,1 BHK,12000000,17857.0,15.545594,73.7646182,1.0,672.0053760430084
Arpora,1 BHK,12000000,14035.0,15.5630974,73.7640368,1.0,855.0053437833986
Taleigao,2 BHK,12000000,10929.0,15.4702665,73.8225674,2.0,1097.9961570134506
Dabolim,3 BHK,12000000,6557.0,15.3896948,73.8528925,3.0,1830.1052310507855
Porvorim,2 BHK,12100000,9300.0,15.5251795,73.8282988,2.0,1301.0752688172042
Porvorim,2 BHK,12100000,9290.0,15.5251795,73.8282988,2.0,1302.475780409042
Kadamba Plateau,Land,12200000,3542.0,15.4893121,73.8911462,0.0,3444.3817052512704
Kadamba Plateau,Land,12200000,5021.0,15.4893121,73.8911462,0.0,2429.7948615813584
Old Goa,Land,12200000,2230.0,15.5023329,73.9117432,0.0,5470.85201793722
Sangolda,2 BHK,12200000,11112.0,15.5454334,73.8114185,2.0,1097.912167026638
Dabolim,3 BHK,12300000,7259.0,15.3896948,73.8528925,3.0,1694.4482711117234
Calangute,Studio Apartment,12300000,20065.0,15.545594,73.7646182,0.0,613.0077248940942
Dabolim,2 BHK,12300000,9223.0,15.3896948,73.8528925,2.0,1333.6224655751926
Curchorem,Land,12300000,2200.0,15.2617381,74.1082756,0.0,5590.909090909091
Dabolim,3 BHK,12300000,7259.0,15.3896948,73.8528925,3.0,1694.4482711117234
Dabolim,2 BHK,12300000,9223.0,15.3896948,73.8528925,2.0,1333.6224655751926
Dabolim,3 BHK,12300000,6014.0,15.3896948,73.8528925,3.0,2045.2278017958097
Porvorim,Land,12400000,4222.0,15.5251795,73.8282988,0.0,2936.996684036002
Chopdem,1 BHK,12400000,14619.0,15.6379493,73.7547837,1.0,848.2112319584103
Kadamba Plateau,2 BHK,12400000,9931.0,15.4893121,73.8911462,2.0,1248.6154465814118
Dodamarg,Land,12400000,3849.0,15.5909842,73.9514952,0.0,3221.6160041569237
Sircaim,3 BHK,12500000,5902.0,15.6244317,73.8788724,3.0,2117.9261267366996
Velha,3 BHK,12500000,6352.0,15.5023329,73.9117432,3.0,1967.8841309823677
Kadamba Plateau,2 BHK,12500000,9615.0,15.4893121,73.8911462,2.0,1300.0520020800832
Bainguinim,2 BHK,12500000,9841.0,15.5003488,73.9022881,2.0,1270.1961182806626
Nuvem,3 BHK,12500000,6831.0,15.308184,73.9480748,3.0,1829.8931342409603
Caranzalem,3 BHK,12500000,9216.0,15.4677228,73.8079977,3.0,1356.3368055555557
Calangute,1 BHK,12500000,17085.0,15.545594,73.7646182,1.0,731.6359379572725
Curtorim,3 BHK,12500000,7444.0,15.289893,74.0221562,3.0,1679.204728640516
Carmona,Land,12500000,2832.0,15.1976008,73.9510757,0.0,4413.8418079096045
Assagao,2 BHK,12500000,17865.0,15.5981002,73.7721529,2.0,699.6921354603975
Siolim,1 BHK,12500000,19037.0,15.6270222,73.7656851,1.0,656.6160634553763
Dabolim,2 BHK,12500000,9221.0,15.3896948,73.8528925,2.0,1355.601344756534
Dabolim,3 BHK,12500000,7690.0,15.3896948,73.8528925,3.0,1625.4876462938882
Kadamba Plateau,2 BHK,12500000,11612.0,15.4893121,73.8911462,2.0,1076.4726145366863
Old Goa,2 BHK,12500000,11385.0,15.5023329,73.9117432,2.0,1097.935880544576
Ponda,3 BHK,12500000,7038.0,15.3979351,74.0079788,3.0,1776.0727479397556
Candolim,1 BHK,12500000,17986.0,15.5201532,73.7659422,1.0,694.9849883242522
Mapsa,2 BHK,12500000,11385.0,,,2.0,1097.935880544576
Dabolim,2 BHK,12500000,9221.0,15.3896948,73.8528925,2.0,1355.601344756534
Sanquelim,4 BHK,12500000,2903.0,15.5626483,74.0114543,4.0,4305.890458146745
Dona Paula,2 BHK,12500000,9677.0,15.4581997,73.8038671,2.0,1291.722641314457
Arpora,1 BHK,12500000,14516.0,15.5630974,73.7640368,1.0,861.1187655001378
Taleigao,2 BHK,12500000,9677.0,15.4702665,73.8225674,2.0,1291.722641314457
Caranzalem,3 BHK,12500000,9216.0,15.4677228,73.8079977,3.0,1356.3368055555557
Caranzalem,2 BHK,12500000,9677.0,15.4677228,73.8079977,2.0,1291.722641314457
Dabolim,2 BHK,12500000,18038.0,15.3896948,73.8528925,2.0,692.98148353476
Calangute,1 BHK,12500000,17857.0,15.545594,73.7646182,1.0,700.0056000448003
Porvorim,2 BHK,12500000,13575.0,15.5251795,73.8282988,2.0,920.8103130755064
Siolim,1 BHK,12600000,11000.0,15.6270222,73.7656851,1.0,1145.4545454545455
Colvale,2 BHK,12600000,9700.0,15.6444652,73.836751,2.0,1298.9690721649486
Dodamarg,Land,12600000,3911.0,15.5909842,73.9514952,0.0,3221.6824341600613
Calangute,1 BHK,12600000,14353.0,15.545594,73.7646182,1.0,877.8652546505957
Utorda,Land,12700000,2601.0,15.3243076,73.9097235,0.0,4882.737408688966
Siolim,1 BHK,12700000,11043.0,15.6270222,73.7656851,1.0,1150.049805306529
Bicholim,2 BHK,12800000,10667.0,15.5557695,73.977291,2.0,1199.9625011718383
Ponda,Land,12800000,1115.0,15.3979351,74.0079788,0.0,11479.82062780269
Panjim,2 BHK,12800000,9147.0,15.4989946,73.8282141,2.0,1399.3659123209795
Candolim,2 BHK,12800000,14287.0,15.5201532,73.7659422,2.0,895.9193672569469
Dabolim,Land,12900000,8600.0,15.3896948,73.8528925,0.0,1500.0
Caranzalem,2 BHK,13000000,11612.0,15.4677228,73.8079977,2.0,1119.5315191181537
Sancoale,3 BHK,13000000,8051.0,15.3886307,73.8893336,3.0,1614.7062476710967
Miramar,2 BHK,13000000,21304.0,15.4827569,73.8093495,2.0,610.2140443109275
Porvorim,2 BHK,13000000,10484.0,15.5251795,73.8282988,2.0,1239.9847386493705
Siolim,1 BHK,13000000,17747.0,15.6270222,73.7656851,1.0,732.5181720854229
Calangute,1 BHK,13000000,20000.0,15.545594,73.7646182,1.0,650.0
Porvorim,2 BHK,13000000,13575.0,15.5251795,73.8282988,2.0,957.6427255985267
Siolim,2 BHK,13000000,16250.0,15.6270222,73.7656851,2.0,800.0
Cuncolim,3 BHK,13000000,9630.0,15.1801323,73.9978596,3.0,1349.9480789200416
Calangute,1 BHK,13000000,17857.0,15.545594,73.7646182,1.0,728.0058240465924
Velha,3 BHK,13000000,6672.0,15.5023329,73.9117432,3.0,1948.441247002398
Siolim,1 BHK,13000000,21667.0,15.6270222,73.7656851,1.0,599.9907693727789
Calangute,1 BHK,13000000,18868.0,15.545594,73.7646182,1.0,688.997244011024
Calangute,1 BHK,13000000,17287.0,15.545594,73.7646182,1.0,752.0101810609128
Dona Paula,2 BHK,13000000,19580.0,15.4581997,73.8038671,2.0,663.9427987742595
Fatorda,3 BHK,13000000,9740.0,15.2981753,73.9715379,3.0,1334.7022587268993
Kadamba Plateau,2 BHK,13000000,8784.0,15.4893121,73.8911462,2.0,1479.9635701275045
Ribandar,3 BHK,13000000,7692.0,15.502891,73.866032,3.0,1690.0676027041081
Porvorim,1 BHK,13000000,13575.0,15.5251795,73.8282988,1.0,957.6427255985267
Dabolim,3 BHK,13000000,7893.0,15.3896948,73.8528925,3.0,1647.0290130495375
Miramar,2 BHK,13000000,21304.0,15.4827569,73.8093495,2.0,610.2140443109275
Siolim,3 BHK,13000000,9194.0,15.6270222,73.7656851,3.0,1413.9656297585382
Assagao,1 BHK,13000000,20968.0,15.5981002,73.7721529,1.0,619.9923693246852
Calangute,1 BHK,13000000,15134.0,15.545594,73.7646182,1.0,858.9929959032642
Fatorda,Office Space,13000000,9292.0,15.2981753,73.9715379,0.0,1399.0529487731383
Karapur,Land,13000000,2684.0,15.5635097,73.9883604,0.0,4843.517138599106
Sancoale,3 BHK,13000000,8051.0,15.3886307,73.8893336,3.0,1614.7062476710967
Bainguinim,Land,13100000,4168.0,15.5003488,73.9022881,0.0,3142.9942418426103
Dona Paula,2 BHK,13200000,13329.0,15.4581997,73.8038671,2.0,990.3218546027459
Mopa Airport,Land,13200000,412.0,15.7329414,73.8722244,0.0,32038.834951456312
Davorlim,3 BHK,13200000,3618.0,,,3.0,3648.424543946932
Curtorim,Land,13300000,1765.0,15.289893,74.0221562,0.0,7535.410764872521
Siolim,1 BHK,13300000,17747.0,15.6270222,73.7656851,1.0,749.4224375950865
Bicholim,2 BHK,13300000,11083.0,15.5557695,73.977291,2.0,1200.036091311017
Revora,Land,13400000,1486.0,15.6566956,73.8464744,0.0,9017.496635262449
Porvorim,3 BHK,13400000,8898.0,15.5251795,73.8282988,3.0,1505.9563946954372
Revora,Land,13400000,16000.0,15.6566956,73.8464744,0.0,837.5
Ponda,3 BHK,13500000,8832.0,15.3979351,74.0079788,3.0,1528.5326086956522
Panjim,3 BHK,13500000,8361.0,15.4989946,73.8282141,3.0,1614.6393972012918
Margao,3 BHK,13500000,9088.0,15.272923,73.9583159,3.0,1485.475352112676
Miramar,2 BHK,13500000,10539.0,15.4827569,73.8093495,2.0,1280.9564474807858
Canca,3 BHK,13500000,7046.0,15.5831807,73.7984276,3.0,1915.980698268521
Arpora,1 BHK,13500000,12273.0,15.5630974,73.7640368,1.0,1099.9755560987533
Siolim,2 BHK,13500000,17747.0,15.6270222,73.7656851,2.0,760.6919479348622
Calangute,1 BHK,13500000,20769.0,15.545594,73.7646182,1.0,650.00722230247
Caranzalem,2 BHK,13500000,10033.0,15.4677228,73.8079977,2.0,1345.5596531446226
Siolim,1 BHK,13500000,13818.0,15.6270222,73.7656851,1.0,976.9865392965697
Panjim,2 BHK,13500000,11709.0,15.4989946,73.8282141,2.0,1152.9592621060722
Canca,3 BHK,13500000,7046.0,15.5831807,73.7984276,3.0,1915.980698268521
Arpora,2 BHK,13500000,13946.0,15.5630974,73.7640368,2.0,968.0195038003728
Reis Magos,1 BHK,13500000,15698.0,15.4966011,73.8095534,1.0,859.9821633329086
Candolim,1 BHK,13500000,18000.0,15.5201532,73.7659422,1.0,750.0
Porvorim,3 BHK,13500000,13575.0,15.5251795,73.8282988,3.0,994.4751381215469
Porvorim,2 BHK,13500000,13575.0,15.5251795,73.8282988,2.0,994.4751381215469
Calangute,1 BHK,13500000,20149.0,15.545594,73.7646182,1.0,670.0084371432825
Dona Paula,2 BHK,13500000,10033.0,15.4581997,73.8038671,2.0,1345.5596531446226
Panjim,4 BHK,13500000,5726.0,15.4989946,73.8282141,4.0,2357.666783094656
Dabolim,3 BHK,13500000,6750.0,15.3896948,73.8528925,3.0,2000.0
Panjim,2 BHK,13600000,9645.0,15.4989946,73.8282141,2.0,1410.0570243649559
Candolim,2 BHK,13700000,15155.0,15.5201532,73.7659422,2.0,903.9920818211812
Siolim,1 BHK,13700000,10916.0,15.6270222,73.7656851,1.0,1255.0384756320996
Calangute,1 BHK,13800000,19135.0,15.545594,73.7646182,1.0,721.1915338385159
Calangute,1 BHK,13800000,19723.0,15.545594,73.7646182,1.0,699.6907164224509
Porvorim,2 BHK,13900000,10414.0,15.5251795,73.8282988,2.0,1334.7416938736317
Calangute,1 BHK,13900000,19857.0,15.545594,73.7646182,1.0,700.0050360074533
Chorao,Land,14000000,2099.0,15.5473117,73.8777787,0.0,6669.842782277275
Porvorim,2 BHK,14000000,9290.0,15.5251795,73.8282988,2.0,1506.9967707212056
Ribandar,2 BHK,14000000,11068.0,15.502891,73.866032,2.0,1264.907842428623
Porvorim,3 BHK,14000000,9284.0,15.5251795,73.8282988,3.0,1507.9707022834984
Panjim,2 BHK,14000000,11612.0,15.4989946,73.8282141,2.0,1205.6493282810886
Colvale,2 BHK,14000000,10000.0,15.6444652,73.836751,2.0,1400.0
Caranzalem,2 BHK,14000000,14042.0,15.4677228,73.8079977,2.0,997.0089730807578
Sanvordem,Land,14000000,565.0,15.2714033,74.1069244,0.0,24778.7610619469
Nerul,1 BHK,14000000,17500.0,15.5093392,73.7846696,1.0,800.0
Candolim,1 BHK,14000000,20319.0,15.5201532,73.7659422,1.0,689.0102859392687
Bambolim,2 BHK,14000000,13691.0,15.4549212,73.8464479,2.0,1022.5695712511869
Caranzalem,2 BHK,14000000,11612.0,15.4677228,73.8079977,2.0,1205.6493282810886
Caranzalem,2 BHK,14000000,11717.0,15.4677228,73.8079977,2.0,1194.845096867799
Calangute,1 BHK,14000000,17880.0,15.545594,73.7646182,1.0,782.9977628635347
Siolim,1 BHK,14000000,16260.0,15.6270222,73.7656851,1.0,861.0086100861008
Kadamba Plateau,2 BHK,14000000,15556.0,15.4893121,73.8911462,2.0,899.9742864489587
Nerul,Studio Apartment,14000000,17500.0,15.5093392,73.7846696,0.0,800.0
Caranzalem,2 BHK,14000000,11717.0,15.4677228,73.8079977,2.0,1194.845096867799
Bogmalo Beach,Land,14100000,2495.0,15.369678,73.8338775,0.0,5651.302605210421
Calangute,1 BHK,14200000,17857.0,15.545594,73.7646182,1.0,795.2063616508932
Cavelossim,4 BHK,14300000,5729.0,15.1845618,73.9456314,4.0,2496.07261302147
Cavelossim,4 BHK,14300000,5729.0,15.1845618,73.9456314,4.0,2496.07261302147
Morjim,3 BHK,14300000,5728.0,15.6294635,73.7358315,3.0,2496.5083798882683
Dabolim,3 BHK,14300000,9533.0,15.3896948,73.8528925,3.0,1500.0524493863422
Dabolim,3 BHK,14300000,9527.0,15.3896948,73.8528925,3.0,1500.997165949407
Anjuna,1 BHK,14300000,20649.0,15.5850408,73.7438151,1.0,692.5274831710979
Porvorim,3 BHK,14300000,7000.0,15.5251795,73.8282988,3.0,2042.857142857143
