location,bhk,price,sq_feet,latitude,longitude,bhk_num,price_per_sqft
Carambolim Lake,3 BHK,5900000,4694.0,15.4935912,73.9233578,3.0,1256.9237324243716
Siolim,1 BHK,5900000,14750.0,15.6270222,73.7656851,1.0,400.0
Dabolim,1 BHK,5900000,11456.0,15.3896948,73.8528925,1.0,515.0139664804469
Margaon,2 BHK,5900000,5593.0,15.3215796,73.9848376,2.0,1054.8900411228321
Margao goa,2 BHK,5900000,6527.0,15.2715269,73.9586875,2.0,903.937490424391
Dabolim,2 BHK,5900000,6211.0,15.3896948,73.8528925,2.0,949.9275478988891
Corlim,2 BHK,5900000,5339.0,15.4948124,73.9465928,2.0,1105.0758569020416
Dabolim,2 BHK,5900000,4917.0,15.3896948,73.8528925,2.0,1199.918649583079
Siolim,1 BHK,5900000,8700.0,15.6270222,73.7656851,1.0,678.1609195402299
Bicholim,Land,6000000,1494.0,15.5557695,73.977291,0.0,4016.0642570281125
Navelim,2 BHK,6000000,5309.0,15.2565946,73.9664212,2.0,1130.156338293464
Porvorim,2 BHK,6000000,13575.0,15.5251795,73.8282988,2.0,441.9889502762431
Mapusa,1 BHK,6000000,10101.0,15.590853,73.8102146,1.0,594.000594000594
Quepem,1 BHK,6000000,13333.0,15.2142541,74.0707793,1.0,450.01125028125705
Chorao,Land,6000000,1138.0,15.5473117,73.8777787,0.0,5272.4077328646745
Porvorim,1 BHK,6000000,13575.0,15.5251795,73.8282988,1.0,441.9889502762431
Vagator,1 BHK,6000000,8571.0,15.5985735,73.7408126,1.0,700.0350017500875
Chimbel,2 BHK,6000000,4839.0,15.4914412,73.8747294,2.0,1239.9256044637323
Mapsa,2 BHK,6000000,5574.0,,,2.0,1076.4262648008612
Calangute,1 BHK,6000000,10135.0,15.545594,73.7646182,1.0,592.0078934385792
Calangute,1 BHK,6000000,17857.0,15.545594,73.7646182,1.0,336.0026880215042
Calangute,1 BHK,6000000,17857.0,15.545594,73.7646182,1.0,336.0026880215042
Merces,2 BHK,6000000,5806.0,15.4828297,73.8538551,2.0,1033.4137099552188
Kadamba Plateau,2 BHK,6000000,6798.0,15.4893121,73.8911462,2.0,882.61253309797
Vasco,2 BHK,6000000,5556.0,15.398403,73.8129178,2.0,1079.913606911447
Margao,2 BHK,6000000,6000.0,15.272923,73.9583159,2.0,1000.0
Tiswadi,1 BHK,6000000,8319.0,15.4904623,73.8838495,1.0,721.2405337179949
Velsao,2 BHK,6000000,5164.0,15.354467,73.8839713,2.0,1161.8900077459334
Calangute,Land,6000000,279.0,15.545594,73.7646182,0.0,21505.37634408602
Margao,Office Space,6000000,14286.0,15.272923,73.9583159,0.0,419.99160016799664
Calangute,2 BHK,6000000,4424.0,15.545594,73.7646182,2.0,1356.23869801085
Porvorim,2 BHK,6000000,13575.0,15.5251795,73.8282988,2.0,441.9889502762431
Bicholim,2 BHK,6000000,5067.0,15.5557695,73.977291,2.0,1184.1326228537596
Panjim,Office Space,6000000,8197.0,15.4989946,73.8282141,0.0,731.9751128461633
Cuncolim,3 BHK,6000000,4286.0,15.1801323,73.9978596,3.0,1399.906672888474
Quepem,Land,6000000,535.0,15.2142541,74.0707793,0.0,11214.953271028038
Vasco,2 BHK,6000000,6263.0,15.398403,73.8129178,2.0,958.0073447229762
Siolim,1 BHK,6000000,8333.0,15.6270222,73.7656851,1.0,720.0288011520461
Velha,2 BHK,6000000,5714.0,15.5023329,73.9117432,2.0,1050.0525026251312
Vagator,1 BHK,6000000,10000.0,15.5985735,73.7408126,1.0,600.0
Margao,2 BHK,6000000,4766.0,15.272923,73.9583159,2.0,1258.917331095258
Old Goa,2 BHK,6000000,6316.0,15.5023329,73.9117432,2.0,949.9683343888537
Benaulim,1 BHK,6000000,10929.0,15.2601367,73.9275675,1.0,548.9980785067253
Margao,2 BHK,6000000,5067.0,15.272923,73.9583159,2.0,1184.1326228537596
Calangute,1 BHK,6000000,17857.0,15.545594,73.7646182,1.0,336.0026880215042
Anjuna,2 BHK,6100000,7625.0,15.5850408,73.7438151,2.0,800.0
Anjuna,2 BHK,6100000,7625.0,15.5850408,73.7438151,2.0,800.0
Panjim,3 BHK,6100000,4692.0,15.4989946,73.8282141,3.0,1300.085251491901
Panjim,3 BHK,6100000,4692.0,15.4989946,73.8282141,3.0,1300.085251491901
Porvorim,1 BHK,6150000,7420.0,15.5251795,73.8282988,1.0,828.8409703504043
Carmona,2 BHK,6200000,7239.0,15.1976008,73.9510757,2.0,856.4718883823732
Ribandar,2 BHK,6200000,5486.0,15.502891,73.866032,2.0,1130.149471381699
Canca,2 BHK,6200000,5541.0,15.5831807,73.7984276,2.0,1118.9316007940804
Calangute,2 BHK,6200000,9254.0,15.545594,73.7646182,2.0,669.9805489518046
Dabolim,1 BHK,6200000,12039.0,15.3896948,73.8528925,1.0,514.9929396129247
Sancoale,2 BHK,6200000,4960.0,15.3886307,73.8893336,2.0,1250.0
Porvorim,1 BHK,6200000,13575.0,15.5251795,73.8282988,1.0,456.7219152854512
Canca,2 BHK,6200000,5541.0,15.5831807,73.7984276,2.0,1118.9316007940804
Dabolim,2 BHK,6200000,5636.0,15.3896948,73.8528925,2.0,1100.070972320795
Velsao,Land,6200000,1548.0,15.354467,73.8839713,0.0,4005.167958656331
Ponda,2 BHK,6200000,4769.0,15.3979351,74.0079788,2.0,1300.0629062696582
Panjim,2 BHK,6200000,6526.0,15.4989946,73.8282141,2.0,950.0459699662887
Dabolim,1 BHK,6200000,12039.0,15.3896948,73.8528925,1.0,514.9929396129247
Vasco,2 BHK,6200000,5741.0,15.398403,73.8129178,2.0,1079.9512280090576
Candolim,1 BHK,6200000,11520.0,15.5201532,73.7659422,1.0,538.1944444444445
Ucassaim,3 BHK,6240000,4692.0,15.5815901,73.8415693,3.0,1329.923273657289
Goa,2 BHK,6300000,7456.0,15.4989946,73.8282141,2.0,844.9570815450644
Ponda,3 BHK,6300000,3325.0,15.3979351,74.0079788,3.0,1894.7368421052631
Navelim,2 BHK,6300000,5226.0,15.2565946,73.9664212,2.0,1205.5109070034443
Siolim,1 BHK,6300000,17747.0,15.6270222,73.7656851,1.0,354.9895757029357
Fatorda,2 BHK,6300000,5321.0,15.2981753,73.9715379,2.0,1183.9879721856794
Carambolim,2 BHK,6300000,7503.0,15.4845631,73.9320931,2.0,839.6641343462614
Chicalim,2 BHK,6300000,4500.0,15.3918926,73.8344664,2.0,1400.0
Old Goa,Land,6310000,2230.0,15.5023329,73.9117432,0.0,2829.596412556054
Loutolim,Land,6410000,1672.0,15.3400173,73.9860024,0.0,3833.732057416268
Ponda,2 BHK,6450000,5235.0,15.3979351,74.0079788,2.0,1232.0916905444126
Porvorim,2 BHK,6500000,6709.0,15.5251795,73.8282988,2.0,968.8478163660754
Margao,2 BHK,6500000,9294.0,15.272923,73.9583159,2.0,699.3759414676135
Carmona,2 BHK,6500000,6709.0,15.1976008,73.9510757,2.0,968.8478163660754
Candolim,1 BHK,6500000,9286.0,15.5201532,73.7659422,1.0,699.9784622011631
Kadamba Plateau,1 BHK,6500000,10411.0,15.4893121,73.8911462,1.0,624.339640764576
Khorlim,2 BHK,6500000,7222.0,15.5962895,73.7988996,2.0,900.0276931597896
Calangute,1 BHK,6500000,8667.0,15.545594,73.7646182,1.0,749.9711549555786
Vagator,1 BHK,6500000,10783.0,15.5985735,73.7408126,1.0,602.8007048131318
Corlim,2 BHK,6500000,6709.0,15.4948124,73.9465928,2.0,968.8478163660754
Fatorda,2 BHK,6500000,5032.0,15.2981753,73.9715379,2.0,1291.7329093799683
Old Goa,2 BHK,6500000,5963.0,15.5023329,73.9117432,2.0,1090.0553412711722
Saligao,2 BHK,6500000,4643.0,15.5462074,73.7891386,2.0,1399.9569244023262
Baga,2 BHK,6500000,5417.0,15.5592836,73.7539656,2.0,1199.9261583902528
Velha,Land,6500000,2296.0,15.5023329,73.9117432,0.0,2831.0104529616724
Margao,2 BHK,6500000,5417.0,15.272923,73.9583159,2.0,1199.9261583902528
Panjim,2 BHK,6500000,10412.0,15.4989946,73.8282141,2.0,624.2796772954283
Calangute,2 BHK,6500000,5697.0,15.545594,73.7646182,2.0,1140.9513779182025
Ponda,3 BHK,6500000,5000.0,15.3979351,74.0079788,3.0,1300.0
Margao,2 BHK,6500000,9294.0,15.272923,73.9583159,2.0,699.3759414676135
Khandola,Land,6500000,1184.0,15.5232252,73.9572591,0.0,5489.864864864865
Merces,2 BHK,6500000,4462.0,15.4828297,73.8538551,2.0,1456.745853877185
Dabolim,Studio Apartment,6500000,8444.0,15.3896948,73.8528925,0.0,769.7773567029843
Old Goa,2 BHK,6500000,6041.0,15.5023329,73.9117432,2.0,1075.9807978811455
Ribandar,2 BHK,6500000,5462.0,15.502891,73.866032,2.0,1190.040278286342
Kadamba Plateau,1 BHK,6500000,10064.0,15.4893121,73.8911462,1.0,645.8664546899842
Dabolim,2 BHK,6500000,6041.0,15.3896948,73.8528925,2.0,1075.9807978811455
Aquem,2 BHK,6500000,7348.0,15.2722287,73.9700286,2.0,884.594447468699
Mapusa,2 BHK,6500000,6356.0,15.590853,73.8102146,2.0,1022.6557583385777
Nagoa,1 BHK,6500000,9149.0,15.5545419,73.779931,1.0,710.460159580282
Arpora,1 BHK,6500000,9290.0,15.5630974,73.7640368,1.0,699.6770721205597
Siolim,1 BHK,6500000,9290.0,15.6270222,73.7656851,1.0,699.6770721205597
Sancoale,2 BHK,6500000,7345.0,15.3886307,73.8893336,2.0,884.9557522123894
Dabolim,2 BHK,6500000,4755.0,15.3896948,73.8528925,2.0,1366.9821240799158
Porvorim,2 BHK,6500000,13575.0,15.5251795,73.8282988,2.0,478.82136279926334
Porvorim,2 BHK,6500000,13575.0,15.5251795,73.8282988,2.0,478.82136279926334
Vasco,2 BHK,6600000,5574.0,15.398403,73.8129178,2.0,1184.0688912809474
Dabolim,2 BHK,6600000,47143.0,15.3896948,73.8528925,2.0,139.99957575886134
Candolim,1 BHK,6600000,10571.0,15.5201532,73.7659422,1.0,624.3496357960457
Candolim,1 BHK,6600000,11148.0,15.5201532,73.7659422,1.0,592.0344456404737
Thivim,2 BHK,6610000,6530.0,15.6298781,73.8770455,2.0,1012.2511485451761
Merces,2 BHK,6700000,4462.0,15.4828297,73.8538551,2.0,1501.5688032272524
Saligao,Land,6700000,3829.0,15.5462074,73.7891386,0.0,1749.8041264037608
Margao,2 BHK,6700000,6916.0,15.272923,73.9583159,2.0,968.7680740312319
Dabolim,3 BHK,6700000,4061.0,15.3896948,73.8528925,3.0,1649.8399409012559
Adora de,1 BHK,6740000,12490.0,15.3971412,73.8643882,1.0,539.6317053642914
Panjim,Office Space,6800000,17085.0,15.4989946,73.8282141,0.0,398.00995024875624
Candolim,1 BHK,6800000,10027.0,15.5201532,73.7659422,1.0,678.1689438516007
Saligao,2 BHK,6800000,8774.0,15.5462074,73.7891386,2.0,775.0170959653522
Mapusa,3 BHK,6800000,3855.0,15.590853,73.8102146,3.0,1763.9429312581065
Ishta,2 BHK,6800000,5569.0,,,2.0,1221.0450709283534
Porvorim,2 BHK,6800000,8099.0,15.5251795,73.8282988,2.0,839.6098283738734
Siolim,1 BHK,6800000,11083.0,15.6270222,73.7656851,1.0,613.5522872868357
Varca,2 BHK,6830000,6038.0,15.2314189,73.9432651,2.0,1131.1692613448163
Varca,2 BHK,6890000,6099.0,15.2314189,73.9432651,2.0,1129.693392359403
Vasco,2 BHK,6900000,5726.0,15.398403,73.8129178,2.0,1205.0296891372686
Velha,2 BHK,6900000,6273.0,15.5023329,73.9117432,2.0,1099.9521759923482
Porvorim,2 BHK,6900000,7541.0,15.5251795,73.8282988,2.0,914.9980108738894
Vasco,2 BHK,6900000,5723.0,15.398403,73.8129178,2.0,1205.6613664162153
Vasco,2 BHK,6900000,5623.0,15.398403,73.8129178,2.0,1227.1029699448693
Dabolim,2 BHK,6900000,5723.0,15.3896948,73.8528925,2.0,1205.6613664162153
Davorlim,Land,6930000,2044.0,,,0.0,3390.4109589041095
Thivim,2 BHK,6930000,6300.0,15.6298781,73.8770455,2.0,1100.0
Siolim,1 BHK,6950000,10373.0,15.6270222,73.7656851,1.0,670.0086763713487
Dabolim,2 BHK,6950000,8444.0,15.3896948,73.8528925,2.0,823.0696352439602
Vasco,2 BHK,6950000,5765.0,15.398403,73.8129178,2.0,1205.5507372072852
Vasco,2 BHK,6980000,5786.0,15.398403,73.8129178,2.0,1206.3601797442102
Nuvem,2 BHK,7000000,6763.0,15.308184,73.9480748,2.0,1035.0436196954015
Bainguinim,2 BHK,7000000,5655.0,15.5003488,73.9022881,2.0,1237.842617152962
Colva,2 BHK,7000000,10909.0,15.278266,73.9197099,2.0,641.6720139334494
Raia,Land,7000000,2348.0,15.31364,73.9840684,0.0,2981.2606473594547
Reis Magos,1 BHK,7000000,9563.0,15.4966011,73.8095534,1.0,731.9878699152986
Siolim,Studio Apartment,7000000,11864.0,15.6270222,73.7656851,0.0,590.0202292650034
Sircaim,2 BHK,7000000,6918.0,15.6244317,73.8788724,2.0,1011.8531367447239
Kadamba Plateau,2 BHK,7000000,6195.0,15.4893121,73.8911462,2.0,1129.9435028248588
Vasco,2 BHK,7000000,5806.0,15.398403,73.8129178,2.0,1205.6493282810886
Varca,1 BHK,7000000,8631.0,15.2314189,73.9432651,1.0,811.0300081103001
Vasco,2 BHK,7000000,5806.0,15.398403,73.8129178,2.0,1205.6493282810886
Calangute,1 BHK,7000000,10769.0,15.545594,73.7646182,1.0,650.0139288699044
Panjim,1 BHK,7000000,12727.0,15.4989946,73.8282141,1.0,550.0117859668421
Mopa,Land,7000000,2991.0,15.757828,73.8557746,0.0,2340.354396522902
Chandor,3 BHK,7000000,5244.0,15.2614307,74.0440025,3.0,1334.8588863463006
Benaulim,2 BHK,7000000,5419.0,15.2601367,73.9275675,2.0,1291.7512456172726
Majorda,2 BHK,7000000,7930.0,15.3132484,73.9103868,2.0,882.7238335435056
Porvorim,2 BHK,7000000,6503.0,15.5251795,73.8282988,2.0,1076.4262648008612
Aquem,2 BHK,7000000,7348.0,15.2722287,73.9700286,2.0,952.6401741970604
Guirim,2 BHK,7000000,6636.0,15.5670553,73.8036817,2.0,1054.8523206751054
Shiroda,Land,7000000,3011.0,15.3204056,74.0294384,0.0,2324.809033543673
Mapusa,2 BHK,7000000,7742.0,15.590853,73.8102146,2.0,904.1591320072333
Calangute,2 BHK,7000000,7226.0,15.545594,73.7646182,2.0,968.7240520343205
Varca,2 BHK,7000000,9478.0,15.2314189,73.9432651,2.0,738.5524372230428
Panjim,Office Space,7000000,12281.0,15.4989946,73.8282141,0.0,569.9861574790326
Porvorim,2 BHK,7000000,8235.0,15.5251795,73.8282988,2.0,850.0303582270795
Borim,Land,7020000,2044.0,15.3688993,74.0111898,0.0,3434.4422700587083
Varca,2 BHK,7020000,6038.0,15.2314189,73.9432651,2.0,1162.6366346472341
Varca,2 BHK,7090000,6038.0,15.2314189,73.9432651,2.0,1174.2298774428618
Varca,2 BHK,7090000,6099.0,15.2314189,73.9432651,2.0,1162.485653385801
Vasco,2 BHK,7100000,5889.0,15.398403,73.8129178,2.0,1205.6376294786892
Seraulim,2 BHK,7100000,5773.0,,,2.0,1229.8631560713668
Thivim,2 BHK,7100000,6472.0,15.6298781,73.8770455,2.0,1097.0333745364649
Corlim,2 BHK,7100000,5997.0,15.4948124,73.9465928,2.0,1183.925295981324
Bicholim,Land,7100000,1863.0,15.5557695,73.977291,0.0,3811.05743424584
Thivim,2 BHK,7140000,6564.0,15.6298781,73.8770455,2.0,1087.7513711151737
Vasco,2 BHK,7200000,5972.0,15.398403,73.8129178,2.0,1205.6262558606832
Aquem,2 BHK,7200000,7348.0,15.2722287,73.9700286,2.0,979.858464888405
Aquem,2 BHK,7200000,6756.0,15.2722287,73.9700286,2.0,1065.7193605683838
Porvorim,1 BHK,7200000,8687.0,15.5251795,73.8282988,1.0,828.8246805571544
Corlim,2 BHK,7200000,6689.0,15.4948124,73.9465928,2.0,1076.394079832561
Panjim,3 BHK,7200000,5816.0,15.4989946,73.8282141,3.0,1237.9642365887207
Panaji,Office Space,7200000,16705.0,15.4989946,73.8282141,0.0,431.0086800359174
Panjim,3 BHK,7200000,5816.0,15.4989946,73.8282141,3.0,1237.9642365887207
Bicholim,Land,7200000,4678.0,15.5557695,73.977291,0.0,1539.1192817443352
Vasco,2 BHK,7200000,6000.0,15.398403,73.8129178,2.0,1200.0
Vasco,2 BHK,7200000,5647.0,15.398403,73.8129178,2.0,1275.0132813883479
Peddem,Land,7200000,2347.0,15.5737916,73.7483894,0.0,3067.746058798466
Vasco,2 BHK,7200000,5972.0,15.398403,73.8129178,2.0,1205.6262558606832
Candolim,2 BHK,7200000,7778.0,15.5201532,73.7659422,2.0,925.6878374903574
Mapusa,1 BHK,7200000,9290.0,15.590853,73.8102146,1.0,775.02691065662
Salcete,4 BHK,7200000,4000.0,15.2559657,73.9881845,4.0,1800.0
Vasco,2 BHK,7200000,5972.0,15.398403,73.8129178,2.0,1205.6262558606832
Aquem,2 BHK,7200000,7348.0,15.2722287,73.9700286,2.0,979.858464888405
Vasco,2 BHK,7200000,5647.0,15.398403,73.8129178,2.0,1275.0132813883479
Porvorim,2 BHK,7200000,13575.0,15.5251795,73.8282988,2.0,530.3867403314918
Sancoale,1 BHK,7230000,8097.0,15.3886307,73.8893336,1.0,892.923304927751
Sancoale,1 BHK,7240000,8200.0,15.3886307,73.8893336,1.0,882.9268292682926
Vasco,2 BHK,7300000,6058.0,15.398403,73.8129178,2.0,1205.0181578078573
Vasco,2 BHK,7300000,6058.0,15.398403,73.8129178,2.0,1205.0181578078573
Adora de,2 BHK,7300000,8990.0,15.3971412,73.8643882,2.0,812.0133481646274
Bainguinim,1 BHK,7300000,9733.0,15.5003488,73.9022881,1.0,750.0256858111579
Porvorim,3 BHK,7300000,13575.0,15.5251795,73.8282988,3.0,537.7532228360958
Adora de,2 BHK,7300000,9012.0,15.3971412,73.8643882,2.0,810.0310696848646
Nuvem,2 BHK,7310000,7386.0,15.308184,73.9480748,2.0,989.7102626590847
Sancoale,1 BHK,7310000,8178.0,15.3886307,73.8893336,1.0,893.8615798483737
Sancoale,1 BHK,7310000,8282.0,15.3886307,73.8893336,1.0,882.6370441922242
Vasco,2 BHK,7350000,6097.0,15.398403,73.8129178,2.0,1205.5109070034443
Bicholim,1 BHK,7350000,5529.0,15.5557695,73.977291,1.0,1329.3543136190992
Dabolim,3 BHK,7370000,4690.0,15.3896948,73.8528925,3.0,1571.4285714285713
Dabolim,1 BHK,7380000,9352.0,15.3896948,73.8528925,1.0,789.1360136869118
Dabolim,1 BHK,7380000,9352.0,15.3896948,73.8528925,1.0,789.1360136869118
Dabolim,1 BHK,7380000,9352.0,15.3896948,73.8528925,1.0,789.1360136869118
Dabolim,1 BHK,7380000,9352.0,15.3896948,73.8528925,1.0,789.1360136869118
Vasco,2 BHK,7400000,8799.0,15.398403,73.8129178,2.0,841.0046596204114
Vasco,2 BHK,7400000,6138.0,15.398403,73.8129178,2.0,1205.604431410883
Thivim,2 BHK,7400000,6193.0,15.6298781,73.8770455,2.0,1194.897464879703
Thivim,2 BHK,7440000,6200.0,15.6298781,73.8770455,2.0,1200.0
Vasco,2 BHK,7450000,9198.0,15.398403,73.8129178,2.0,809.9586866710155
Porvorim,2 BHK,7500000,6968.0,15.5251795,73.8282988,2.0,1076.3490241102181
Margao,2 BHK,7500000,9294.0,15.272923,73.9583159,2.0,806.9722401549386
Dabolim,2 BHK,7500000,8333.0,15.3896948,73.8528925,2.0,900.0360014400576
Sancoale,2 BHK,7500000,5806.0,15.3886307,73.8893336,2.0,1291.7671374440233
Porvorim,2 BHK,7500000,13575.0,15.5251795,73.8282988,2.0,552.4861878453039
Dodamarg,Land,7500000,1329.0,15.5909842,73.9514952,0.0,5643.340857787811
Porvorim,2 BHK,7500000,7038.0,15.5251795,73.8282988,2.0,1065.6436487638534
Vasco,2 BHK,7500000,6219.0,15.398403,73.8129178,2.0,1205.98166907863
Canacona,2 BHK,7500000,6765.0,15.0068417,74.0394887,2.0,1108.6474501108648
Ishta,2 BHK,7500000,6636.0,,,2.0,1130.1989150090417
Panaji,2 BHK,7500000,8709.0,15.4989946,73.8282141,2.0,861.178091629349
Calangute,2 BHK,7500000,6522.0,15.545594,73.7646182,2.0,1149.9540018399264
Porvorim,2 BHK,7500000,6968.0,15.5251795,73.8282988,2.0,1076.3490241102181
Ponda,2 BHK,7500000,6968.0,15.3979351,74.0079788,2.0,1076.3490241102181
Shirvodem,2 BHK,7500000,6334.0,,,2.0,1184.0858856962425
Majorda,2 BHK,7500000,8497.0,15.3132484,73.9103868,2.0,882.6644698128752
Vasco,2 BHK,7500000,8907.0,15.398403,73.8129178,2.0,842.034355001684
Vasco,2 BHK,7500000,8929.0,15.398403,73.8129178,2.0,839.9596819352671
Old Goa,2 BHK,7500000,7812.0,15.5023329,73.9117432,2.0,960.0614439324116
Siolim,1 BHK,7500000,14648.0,15.6270222,73.7656851,1.0,512.0152921900601
Borda,2 BHK,7500000,9199.0,,,2.0,815.3060115229916
Candolim,1 BHK,7500000,11060.0,15.5201532,73.7659422,1.0,678.119349005425
Mapusa,2 BHK,7500000,6696.0,15.590853,73.8102146,2.0,1120.0716845878137
Mapsa,2 BHK,7500000,8197.0,,,2.0,914.968891057704
Margao,3 BHK,7500000,4907.0,15.272923,73.9583159,3.0,1528.4287752190749
Kadamba Plateau,2 BHK,7500000,6968.0,15.4893121,73.8911462,2.0,1076.3490241102181
Goa,3 BHK,7500000,7282.0,15.4989946,73.8282141,3.0,1029.93683054106
Navelim,2 BHK,7500000,12347.0,15.2565946,73.9664212,2.0,607.4350044545233
Ponda,3 BHK,7500000,4772.0,15.3979351,74.0079788,3.0,1571.6680637049456
Porvorim,2 BHK,7500000,13575.0,15.5251795,73.8282988,2.0,552.4861878453039
Margao,Office Space,7500000,15823.0,15.272923,73.9583159,0.0,473.9935536876699
Calangute,2 BHK,7500000,8333.0,15.545594,73.7646182,2.0,900.0360014400576
Vasco,2 BHK,7500000,6112.0,15.398403,73.8129178,2.0,1227.0942408376964
Calangute,2 BHK,7500000,17857.0,15.545594,73.7646182,2.0,420.0033600268802
Ponda,3 BHK,7500000,6132.0,15.3979351,74.0079788,3.0,1223.091976516634
Old Goa,2 BHK,7500000,5583.0,15.5023329,73.9117432,2.0,1343.3637829124127
Margao,1 BHK,7540000,9500.0,15.272923,73.9583159,1.0,793.6842105263158
Khorlim,2 BHK,7550000,5284.0,15.5962895,73.7988996,2.0,1428.8417865253596
Marcel,Land,7560000,1556.0,15.5140574,73.9612967,0.0,4858.611825192802
Ponda,3 BHK,7600000,5516.0,15.3979351,74.0079788,3.0,1377.8100072516315
Margao,2 BHK,7600000,5802.0,15.272923,73.9583159,2.0,1309.8931402964495
Cansaulim,Land,7600000,1207.0,15.3449171,73.8975655,0.0,6296.603148301574
Borda,Land,7650000,25500.0,,,0.0,300.0
Calangute,Studio Apartment,7700000,22354.0,15.545594,73.7646182,0.0,344.45736780889325
Calangute,2 BHK,7700000,8416.0,15.545594,73.7646182,2.0,914.9239543726236
Mapusa,2 BHK,7700000,7000.0,15.590853,73.8102146,2.0,1100.0
Bambolim,2 BHK,7700000,7000.0,15.4549212,73.8464479,2.0,1100.0
Kadamba Plateau,2 BHK,7700000,6417.0,15.4893121,73.8911462,2.0,1199.9376655758142
Vasco,2 BHK,7700000,5860.0,15.398403,73.8129178,2.0,1313.9931740614334
Candolim,1 BHK,7700000,7948.0,15.5201532,73.7659422,1.0,968.797181680926
Porvorim,2 BHK,7710000,7020.0,15.5251795,73.8282988,2.0,1098.2905982905984
Mapusa,2 BHK,7730000,6974.0,15.590853,73.8102146,2.0,1108.4026383710927
Calangute,Studio Apartment,7740000,17857.0,15.545594,73.7646182,0.0,433.4434675477404
Vagator,1 BHK,7800000,19880.0,15.5985735,73.7408126,1.0,392.35412474849096
Vagator,1 BHK,7800000,19880.0,15.5985735,73.7408126,1.0,392.35412474849096
Vagator,1 BHK,7800000,19880.0,15.5985735,73.7408126,1.0,392.35412474849096
Bicholim,1 BHK,7800000,8124.0,15.5557695,73.977291,1.0,960.1181683899557
Assagao,2 BHK,7800000,9662.0,15.5981002,73.7721529,2.0,807.2862761333057
Fatorda,2 BHK,7800000,7027.0,15.2981753,73.9715379,2.0,1110.0042692471893
Arpora,1 BHK,7800000,9792.0,15.5630974,73.7640368,1.0,796.5686274509804
Caranzalem,2 BHK,7800000,8234.0,15.4677228,73.8079977,2.0,947.2917172698567
Povorim,2 BHK,7800000,6968.0,,,2.0,1119.402985074627
Porvorim,2 BHK,7800000,13575.0,15.5251795,73.8282988,2.0,574.585635359116
Adora de,2 BHK,7850000,9691.0,15.3971412,73.8643882,2.0,810.0299246723764
Mopa,2 BHK,7860000,6550.0,15.757828,73.8557746,2.0,1200.0
Porvorim,2 BHK,7900000,6672.0,15.5251795,73.8282988,2.0,1184.052757793765
Adora de,2 BHK,7900000,9753.0,15.3971412,73.8643882,2.0,810.007177278786
Goa,2 BHK,7900000,7418.0,15.4989946,73.8282141,2.0,1064.9770827716366
Vasco,2 BHK,7950000,5300.0,15.398403,73.8129178,2.0,1500.0
Adora de,2 BHK,7950000,9815.0,15.3971412,73.8643882,2.0,809.9847172694855
Candolim,1 BHK,7970000,11021.0,15.5201532,73.7659422,1.0,723.1648670719535
Porvorim,1 BHK,8000000,13575.0,15.5251795,73.8282988,1.0,589.3186003683242
Porvorim,2 BHK,8000000,6756.0,15.5251795,73.8282988,2.0,1184.1326228537596
Margao,2 BHK,8000000,7584.0,15.272923,73.9583159,2.0,1054.8523206751054
Loutolim,Land,8000000,1394.0,15.3400173,73.9860024,0.0,5738.880918220947
Mapusa,Land,8000000,2915.0,15.590853,73.8102146,0.0,2744.42538593482
Dabolim,2 BHK,8000000,9938.0,15.3896948,73.8528925,2.0,804.9909438518816
Margao,4 BHK,8000000,4129.0,15.272923,73.9583159,4.0,1937.5151368370066
Nerul,1 BHK,8000000,18228.0,15.5093392,73.7846696,1.0,438.8852315119596
Ponda,Office Space,8000000,4444.0,15.3979351,74.0079788,0.0,1800.1800180018001
Porvorim,2 BHK,8000000,13575.0,15.5251795,73.8282988,2.0,589.3186003683242
Panjim,2 BHK,8000000,8848.0,15.4989946,73.8282141,2.0,904.1591320072333
Bambolim,1 BHK,8000000,12071.0,15.4549212,73.8464479,1.0,662.745422914423
Sanquelim,Land,8000000,2047.0,15.5626483,74.0114543,0.0,3908.158280410357
Candolim,3 BHK,8000000,5926.0,15.5201532,73.7659422,3.0,1349.9831252109348
Dodamarg,Studio Apartment,8000000,13333.0,15.5909842,73.9514952,0.0,600.0150003750093
Panjim,3 BHK,8000000,5105.0,15.4989946,73.8282141,3.0,1567.0910871694418
Margao,2 BHK,8000000,7641.0,15.272923,73.9583159,2.0,1046.9833791388562
Porvorim,1 BHK,8000000,12500.0,15.5251795,73.8282988,1.0,640.0
Old Goa,Land,8000000,2105.0,15.5023329,73.9117432,0.0,3800.475059382423
Margao,2 BHK,8000000,7078.0,15.272923,73.9583159,2.0,1130.2627860977677
Sanguem,Land,8000000,814.0,15.2282657,74.1512667,0.0,9828.009828009828
Porvorim,2 BHK,8000000,7286.0,15.5251795,73.8282988,2.0,1097.9961570134506
Ribandar,2 BHK,8000000,7011.0,15.502891,73.866032,2.0,1141.0640422193696
Socorro,2 BHK,8000000,7906.0,15.5459819,73.8235712,2.0,1011.8897040222615
Chicalim,2 BHK,8000000,7614.0,15.3918926,73.8344664,2.0,1050.696086157079
Nuvem,Land,8000000,1486.0,15.308184,73.9480748,0.0,5383.580080753702
Margao,3 BHK,8000000,6667.0,15.272923,73.9583159,3.0,1199.94000299985
Mopa,Land,8000000,3556.0,15.757828,73.8557746,0.0,2249.718785151856
