Location,BHK,price,sq_feet,latitude,longitude
Candolim,5 BHK,86000000,14526,15.5201532,73.7659422
Morjim,4 BHK,86500000,31637,15.6294635,73.7358315
Moira,5 BHK,86500000,13952,15.6006339,73.844194
Saipem,4 BHK,86800000,14999,null,null
Moira,4 BHK,87000000,14500,15.6006339,73.844194
Porvorim,4 BHK,87500000,27096,15.5251795,73.8282988
Assagao,4 BHK,87500000,22580,15.5981002,73.7721529
Majorda,Land,87500000,3252,15.3132484,73.9103868
Anjuna,4 BHK,87500000,24731,15.5850408,73.7438151
Moira,4 BHK,87500000,14583,15.6006339,73.844194
Moira,5 BHK,87500000,13462,15.6006339,73.844194
Siolim,3 BHK,87500000,25562,15.6270222,73.7656851
Moira,5 BHK,88000000,13538,15.6006339,73.844194
Cuncolim,Land,88900000,1301,15.1801323,73.9978596
Siolim,4 BHK,89000000,16792,15.6270222,73.7656851
Candolim,4 BHK,89000000,19686,15.5201532,73.7659422
Porvorim,4 BHK,89000000,18497,15.5251795,73.8282988
Ashvem,4 BHK,89500000,25793,15.6409082,73.7227482
Mandrem,Land,90000000,3097,15.6551117,73.7197877
Miramar,3 BHK,90000000,33714,15.4827569,73.8093495
Nerul,3 BHK,90000000,25569,15.5093392,73.7846696
Candolim,3 BHK,90000000,25569,15.5201532,73.7659422
Anjuna,4 BHK,90000000,28125,15.5850408,73.7438151
Aldona,5 BHK,90000000,18580,15.5896313,73.8710503
Assagao,3 BHK,90000000,22478,15.5981002,73.7721529
Anjuna,Land,90000000,8361,15.5850408,73.7438151
Siolim,7 BHK,90000000,17747,15.6270222,73.7656851
Anjuna,Land,90000000,6486,15.5850408,73.7438151
Mandrem,4 BHK,90000000,25336,15.6551117,73.7197877
Goa,5 BHK,90000000,18580,15.4989946,73.8282141
Bambolim,4 BHK,90000000,12071,15.4549212,73.8464479
Siridao,5 BHK,90000000,16722,15.4314563,73.863498
Nagoa,4 BHK,90000000,36000,15.5545419,73.779931
Telaulim,3 BHK,90000000,21438,15.24329,73.956604
Siolim,3 BHK,90000000,15000,15.6270222,73.7656851
Moira,5 BHK,90000000,13846,15.6006339,73.844194
Anjuna,Land,90000000,7601,15.5850408,73.7438151
Siolim,4 BHK,90000000,21429,15.6270222,73.7656851
Porvorim,4 BHK,90000000,17904,15.5251795,73.8282988
Anjuna,4 BHK,90000000,21526,15.5850408,73.7438151
Dona Paula,8 BHK,90100000,20822,15.4581997,73.8038671
Miramar,3 BHK,92000000,34463,15.4827569,73.8093495
Miramar,3 BHK,92500000,34650,15.4827569,73.8093495
Assagao,4 BHK,92500000,23870,15.5981002,73.7721529
Anjuna,3 BHK,92500000,29365,15.5850408,73.7438151
Moira,Land,93500000,5110,15.6006339,73.844194
Candolim,5 BHK,95000000,14287,15.5201532,73.7659422
Sangolda,5 BHK,95000000,18386,15.5454334,73.8114185
Kadamba Plateau,5 BHK,95000000,15055,15.4893121,73.8911462
Parra,4 BHK,95000000,13571,15.573657,73.7931724
Anjuna,4 BHK,95000000,23608,15.5850408,73.7438151
Candolim,4 BHK,95000000,15483,15.5201532,73.7659422
Dona Paula,5 BHK,95000000,8636,15.4581997,73.8038671
Porvorim,Land,95000000,4526,15.5251795,73.8282988
Porvorim,3 BHK,95600000,13575,15.5251795,73.8282988
Mandrem,4 BHK,96500000,13986,15.6551117,73.7197877
Chandor,Land,96500000,1393,15.2614307,74.0440025
Moira,5 BHK,98000000,18923,15.6006339,73.844194
Candolim,Land,98600000,7896,15.5201532,73.7659422
Assagao,4 BHK,99000000,29861,15.5981002,73.7721529
Siolim,4 BHK,100000000,24447,15.6270222,73.7656851
Aldona,Land,100000000,3871,15.5896313,73.8710503
Assagao,4 BHK,100000000,28497,15.5981002,73.7721529
Saligao,8 BHK,100000000,33179,15.5462074,73.7891386
Nerul,Land,100000000,3318,15.5093392,73.7846696
Shiroda,Land,1000000,364,15.3204056,74.0294384
Moira,5 BHK,100000000,16891,15.6006339,73.844194
Moira,5 BHK,100000000,16891,15.6006339,73.844194
Pernem,Land,100000000,464,15.7089964,73.8167602
Sanquelim,Land,1000000,372,15.5626483,74.0114543
Nagoa,Land,100000000,1977,15.5545419,73.779931
Betul,Land,100000000,2858,15.1472532,73.9563266
Siolim,4 BHK,100000000,29306,15.6270222,73.7656851
Saligao,8 BHK,100000000,17934,15.5462074,73.7891386
Bogmalo,Industrial Building,100000000,100000,15.3696321,73.8359166
Sangolda,6 BHK,100000000,30162,15.5454334,73.8114185
Siolim,Land,101100000,6968,15.6270222,73.7656851
Aldona,Land,101200000,4180,15.5896313,73.8710503
Morjim,Land,101500000,4701,15.6294635,73.7358315
Bastora,4 BHK,102500000,25946,15.5813889,73.8256926
Nachinola,Land,102500000,5951,15.5920154,73.8545597
Assagao,4 BHK,105000000,26250,15.5981002,73.7721529
Porvorim,5 BHK,105000000,11824,15.5251795,73.8282988
Ponda,Land,1050000,325,15.3979351,74.0079788
Vagator,4 BHK,105000000,26263,15.5985735,73.7408126
Porvorim,3 BHK,105000000,21000,15.5251795,73.8282988
Assagao,4 BHK,105000000,26250,15.5981002,73.7721529
Sangolda,Land,105000000,6503,15.5454334,73.8114185
Dabolim,Land,105000000,325,15.3896948,73.8528925
Assagao,Land,107500000,9511,15.5981002,73.7721529
Assagao,4 BHK,107500000,28515,15.5981002,73.7721529
Baga,Land,108000000,11148,15.5592836,73.7539656
Porvorim,Land,109200000,4459,15.5251795,73.8282988
Siolim,4 BHK,109500000,27389,15.6270222,73.7656851
Ucassaim,4 BHK,109900000,19596,15.5815901,73.8415693
Siolim,3 BHK,110000000,31251,15.6270222,73.7656851
Siolim,4 BHK,110000000,26892,15.6270222,73.7656851
Morjim,5 BHK,110000000,22709,15.6294635,73.7358315
Sangolda,4 BHK,110000000,19843,15.5454334,73.8114185
Anjuna,Land,110000000,6813,15.5850408,73.7438151
Assagao,4 BHK,110000000,13750,15.5981002,73.7721529
Siolim,3 BHK,110000000,31251,15.6270222,73.7656851
Mapusa,Office Space,1100000,3654,15.590853,73.8102146
Porvorim,Land,110000000,4542,15.5251795,73.8282988
Assagao,4 BHK,110000000,22478,15.5981002,73.7721529
Siolim,4 BHK,110000000,27514,15.6270222,73.7656851
Siolim,6 BHK,110000000,19397,15.6270222,73.7656851
Old Goa,Land,114700000,4180,15.5023329,73.9117432
Dona Paula,5 BHK,115000000,27394,15.4581997,73.8038671
Porvorim,4 BHK,117100000,19019,15.5251795,73.8282988
Parra,Land,120000000,22296,15.573657,73.7931724
Sanguem,Land,120000000,186,15.2282657,74.1512667
Assagao,Land,120000000,10135,15.5981002,73.7721529
Vagator,3 BHK,120000000,60587,15.5985735,73.7408126
Parra,Land,120000000,7688,15.573657,73.7931724
Dona Paula,5 BHK,120000000,24773,15.4581997,73.8038671
Siolim,Land,120000000,7432,15.6270222,73.7656851
Parra,4 BHK,120000000,15926,15.573657,73.7931724
Sangolda,5 BHK,120000000,25926,15.5454334,73.8114185
Morjim,4 BHK,120000000,27180,15.6294635,73.7358315
Kadamba,Land,120000000,557,15.5378654,73.8310444
Morjim,Land,121500000,5624,15.6294635,73.7358315
Morjim,Land,121900000,5643,15.6294635,73.7358315
Dona Paula,4 BHK,124900000,30142,15.4581997,73.8038671
Dona Paula,4 BHK,125000000,30142,15.4581997,73.8038671
Assonora,4 BHK,125000000,25806,15.6195608,73.9005334
Sirvoi,Land,125000000,465,null,null
Cunchelim,Land,125000000,3614,15.6160163,73.8165524
Bambolim,5 BHK,125000000,27778,15.4549212,73.8464479
Arpora,4 BHK,125000000,27715,15.5630974,73.7640368
Arpora,4 BHK,125000000,23086,15.5630974,73.7640368
Siolim,Land,128700000,4645,15.6270222,73.7656851
Betim,5 BHK,129000000,null,15.5062971,73.8283433
Porvorim,5 BHK,129000000,30728,15.5251795,73.8282988
Betim,5 BHK,129000000,null,15.5062971,73.8283433
Porvorim,4 BHK,129500000,18500,15.5251795,73.8282988
Mandrem,5 BHK,129500000,21583,15.6551117,73.7197877
Porvorim,9 BHK,130000000,15483,15.5251795,73.8282988
Calangute,6 BHK,130000000,34310,15.545594,73.7646182
Cansaulim,Land,130000000,1338,15.3449171,73.8975655
Dona Paula,5 BHK,130000000,42375,15.4581997,73.8038671
Panjim,Office Space,1320000,7666,15.4989946,73.8282141
Bicholim,Land,135000000,2150,15.5557695,73.977291
Kadamba Plateau,5 BHK,135000000,28503,15.4893121,73.8911462
Bambolim,3 BHK,135000000,21483,15.4549212,73.8464479
Siolim,5 BHK,135000000,18691,15.6270222,73.7656851
Mandrem,4 BHK,135700000,15450,15.6551117,73.7197877
Anjuna,4 BHK,139500000,22665,15.5850408,73.7438151
Arpora,4 BHK,139500000,21376,15.5630974,73.7640368
Goa,8 BHK,140000000,21538,15.4989946,73.8282141
Assagao,4 BHK,140000000,29830,15.5981002,73.7721529
Aldona,Land,140000000,3252,15.5896313,73.8710503
Dona Paula,5 BHK,140000000,35057,15.4581997,73.8038671
Curchorem,Office Space,1400000,8696,15.2617381,74.1082756
Assagao,Land,140000000,11824,15.5981002,73.7721529
Anjuna,4 BHK,140000000,22746,15.5850408,73.7438151
Arpora,4 BHK,140000000,21453,15.5630974,73.7640368
Mapusa,7 BHK,145000000,36250,15.590853,73.8102146
Assagao,5 BHK,145000000,11600,15.5981002,73.7721529
Calangute,Land,145000000,8980,15.545594,73.7646182
Bicholim,Land,150000000,7742,15.5557695,73.977291
Vasco,Office Space,1500000,6977,15.398403,73.8129178
Dona Paula,5 BHK,150000000,22622,15.4581997,73.8038671
Bambolim,Land,150000000,32332,15.4549212,73.8464479
Sangolda,5 BHK,150000000,32407,15.5454334,73.8114185
Ribandar,7 BHK,150000000,2787,15.502891,73.866032
Canacona,Land,150000000,139,15.0068417,74.0394887
Porvorim,Land,150000000,5075,15.5251795,73.8282988
Nerul,4 BHK,150000000,43547,15.5093392,73.7846696
Chicalim,Land,150000000,8333,15.3918926,73.8344664
Kundaim,Industrial Building,150000000,12465,15.4597358,73.961307
Arpora,4 BHK,150000000,30967,15.5630974,73.7640368
Assagao,5 BHK,150000000,12000,15.5981002,73.7721529
Reis Magos,5 BHK,150000000,13846,15.4966011,73.8095534
Siridao,4 BHK,150100000,17430,15.4314563,73.863498
Verna,Land,155000000,1029,15.3510255,73.9303722
Parra,4 BHK,160000000,24773,15.573657,73.7931724
Verla Canca,4 BHK,160000000,24773,15.5790017,73.7976277
Marra,5 BHK,160000000,22857,15.5221578,73.7894457
Assagao,5 BHK,160000000,22478,15.5981002,73.7721529
Aldona,Land,162400000,3252,15.5896313,73.8710503
Bogmalo,Land,168000000,7094,15.3696321,73.8359166
Assagao,Land,170000000,9572,15.5981002,73.7721529
Morjim,Land,170000000,224,15.6294635,73.7358315
Siolim,5 BHK,170000000,17747,15.6270222,73.7656851
Vasco,Office Space,1800000,7595,15.398403,73.8129178
Dhargal,Land,1800000,774,null,null
Sanguem,Land,1800000,557,15.2282657,74.1512667
Calangute,Land,180000000,160000,15.545594,73.7646182
Parra,Land,185000000,8184,15.573657,73.7931724
Shiroda,Land,1900000,548,15.3204056,74.0294384
Verla,Land,190000000,5516,15.5869941,73.7829566
Porvorim,Land,199500000,3252,15.5251795,73.8282988
Mapusa,Office Space,2000000,6628,15.590853,73.8102146
Cavelossim,Land,200000000,502,15.1845618,73.9456314
Vagator,Land,200000000,10322,15.5985735,73.7408126
Arpora,Land,200000000,5309,15.5630974,73.7640368
Ucassaim,Land,200000000,4017,15.5815901,73.8415693
Anjuna,4 BHK,200000000,20649,15.5850408,73.7438151
Siolim,10 BHK,200000000,17284,15.6270222,73.7656851
Siolim,10 BHK,200000000,17284,15.6270222,73.7656851
Sanguem,Land,2080000,722,15.2282657,74.1512667
Revora,Land,2100000,8203,15.6566956,73.8464744
Thivim,10 BHK,210000000,8129,15.6298781,73.8770455
Siolim,5 BHK,210000000,23333,15.6270222,73.7656851
Dhargal,Land,216200000,464,null,null
Dhargal,Land,216200000,464,null,null
Siolim,5 BHK,218700000,35852,15.6270222,73.7656851
Vagator,Land,220000000,11354,15.5985735,73.7408126
Revora,Land,2200000,798,15.6566956,73.8464744
Revora,Land,2200000,798,15.6566956,73.8464744
Assagao,5 BHK,220000000,29620,15.5981002,73.7721529
Bicholim,2 BHK,2200000,2750,15.5557695,73.977291
Mandrem,Land,2200000,738,15.6551117,73.7197877
Borim,Land,2210000,650,15.3688993,74.0111898
Bogmalo Beach,Land,224000000,1301,15.369678,73.8338775
Curca,1 BHK,2290000,4693,15.4608194,73.8778694
Parra,5 BHK,230000000,40543,15.573657,73.7931724
Siolim,Land,235000000,8397,15.6270222,73.7656851
Sancole,1 BHK,2500000,12717,15.381958,73.875663
Sancoale,1 BHK,2500000,7288,15.3886307,73.8893336
Agonda,Land,250000000,2322,15.0411042,73.9882421
Calangute,1 BHK,2500000,7764,15.545594,73.7646182
Sancoale,1 BHK,2500000,4579,15.3886307,73.8893336
Ponda,Land,250000000,464,15.3979351,74.0079788
Majorda,1 BHK,2500000,5955,15.3132484,73.9103868
Porvorim,Land,250000000,7406,15.5251795,73.8282988
Vagator,1 BHK,2500000,4883,15.5985735,73.7408126
Ponda,2 BHK,2600000,3399,15.3979351,74.0079788
Vagator,5 BHK,260000000,37160,15.5985735,73.7408126
Dattawadi,1 BHK,2600000,4685,15.5947538,73.8109858
Utorda,Studio Apartment,2600000,5251,15.3243076,73.9097235
Calangute,1 BHK,2650000,17857,15.545594,73.7646182
Goa,Land,2660000,558,15.4989946,73.8282141
Curchorem,Land,2690000,325,15.2617381,74.1082756
Arpora,1 BHK,2700000,5745,15.5630974,73.7640368
Goa,2 BHK,2700000,2986,15.4989946,73.8282141
Palolem,Studio Apartment,2700000,5243,15.012796,74.0219498
Porvorim,Land,270000000,7998,15.5251795,73.8282988
Mapusa,10 BHK,270000000,122727,15.590853,73.8102146
Velim,Land,2700000,836,15.1657511,73.9742463
Cuncolim,Office Space,2800000,70000,15.1801323,73.9978596
Quepem,10 BHK,280000000,260,15.2142541,74.0707793
Kadamba Plateau,1 BHK,2890000,5591,15.4893121,73.8911462
Arpora,Land,292600000,8361,15.5630974,73.7640368
Siolim,5 BHK,295000000,35499,15.6270222,73.7656851
Margao,Office Space,3000000,10309,15.272923,73.9583159
Porvorim,1 BHK,3000000,13575,15.5251795,73.8282988
Anjuna,1 BHK,3000000,5574,15.5850408,73.7438151
Majorda,1 BHK,3000000,6186,15.3132484,73.9103868
Majorda,1 BHK,3000000,6186,15.3132484,73.9103868
Curchorem,2 BHK,3000000,3209,15.2617381,74.1082756
Anjuna,1 BHK,3000000,5574,15.5850408,73.7438151
Margao,1 BHK,3000000,9294,15.272923,73.9583159
Pernem,Land,3000000,929,15.7089964,73.8167602
Quepem,Land,3000000,65,15.2142541,74.0707793
Fatorda,1 BHK,3000000,4724,15.2981753,73.9715379
Mapusa,Land,300000000,4645,15.590853,73.8102146
Onda,Land,3000000,502,null,null
Chicalim,Land,3050000,1500,15.3918926,73.8344664
Vagator,1 BHK,3050000,19880,15.5985735,73.7408126
Vagator,1 BHK,3050000,19880,15.5985735,73.7408126
Calangute,Studio Apartment,3100000,103333,15.545594,73.7646182
Corlim,1 BHK,3100000,5762,15.4948124,73.9465928
Morjim,6 BHK,3130000,5733,15.6294635,73.7358315
Panaji,Land,320000000,37160,15.4989946,73.8282141
Calangute,Studio Apartment,3200000,8000,15.545594,73.7646182
Palolem,Land,320000000,163,15.012796,74.0219498
Nachinola,Land,3200000,901,15.5920154,73.8545597
Sanquelim,2 BHK,3200000,2885,15.5626483,74.0114543
Sindhudurg,Land,3300000,600,null,null
Marcel,1 BHK,3300000,4790,15.5140574,73.9612967
Verla,Land,3300000,10000,15.5869941,73.7829566
Sindhudurg,Land,3300000,600,null,null
Ponda,2 BHK,3300000,4088,15.3979351,74.0079788
Dona Paula,Land,340000000,11699,15.4581997,73.8038671
Dabolim,1 BHK,3400000,4857,15.3896948,73.8528925
Dona Paula,3 BHK,342000000,180000,15.4581997,73.8038671
Shiroda,Land,3500000,7000,15.3204056,74.0294384
Karaswada,1 BHK,3500000,6131,15.6104102,73.8266444
Porvorim,1 BHK,3500000,6503,15.5251795,73.8282988
Sancoale,Land,3500000,1129,15.3886307,73.8893336
Bicholim,1 BHK,3500000,5000,15.5557695,73.977291
Dhargal,Land,3500000,1301,null,null
Vasco,3 BHK,3500000,3695,15.398403,73.8129178
Bicholim,Land,350000000,1913,15.5557695,73.977291
Mapusa,2 BHK,3500000,4335,15.590853,73.8102146
Canacona,Industrial Building,350000000,1301,15.0068417,74.0394887
Verna,1 BHK,3500000,4667,15.3510255,73.9303722
Verna,Industrial Building,350000000,5398,15.3510255,73.9303722
Calangute,Studio Apartment,3500000,10838,15.545594,73.7646182
Merces,1 BHK,3500000,4462,15.4828297,73.8538551
Ponda,Land,3510000,836,15.3979351,74.0079788
Chicalim,1 BHK,3520000,4693,15.3918926,73.8344664
Ponda,Land,3570000,975,15.3979351,74.0079788
Bicholim,2 BHK,3600000,4800,15.5557695,73.977291
Arambol,Land,360000000,2323,15.6878815,73.7055986
Tiswadi,1 BHK,3600000,3413,15.4904623,73.8838495
Sanquelim,Land,3600000,836,15.5626483,74.0114543
Maharashtra Border,Land,3600000,1115,null,null
Verna,Land,3600000,1200,15.3510255,73.9303722
Majorda,1 BHK,3600000,6081,15.3132484,73.9103868
Dabolim,Land,3630000,1394,15.3896948,73.8528925
Thivim,Studio Apartment,3700000,4982,15.6298781,73.8770455
Salcete,1 BHK,3700000,5657,15.2559657,73.9881845
Porvorim,Studio Apartment,3700000,8384,15.5251795,73.8282988
Canca,2 BHK,3700000,3437,15.5831807,73.7984276
Khandola,1 BHK,3700000,6250,15.5232252,73.9572591
Nuvem,1 BHK,3800000,5198,15.308184,73.9480748
Karaswada,1 BHK,3800000,5429,15.6104102,73.8266444
Nagoa,1 BHK,3800000,5787,15.5545419,73.779931
Candolim,1 BHK,3800000,6661,15.5201532,73.7659422
Sancoale,2 BHK,3800000,4153,15.3886307,73.8893336
Goa,2 BHK,3800000,3756,15.4989946,73.8282141
Mapusa,1 BHK,3850000,5500,15.590853,73.8102146
Guirdolim,Land,3860000,1022,15.272496,74.055426
Mopa,Land,390000000,929,15.757828,73.8557746
Bicholim,2 BHK,3900000,4253,15.5557695,73.977291
Verna,1 BHK,3900000,6038,15.3510255,73.9303722
Canconna,1 BHK,3900000,5417,null,null
Marcel,1 BHK,3950000,5734,15.5140574,73.9612967
Arpora,Studio Apartment,3960000,8175,15.5630974,73.7640368
Betalbatim,1 BHK,3990000,4694,15.300881,73.9203
Cuncolim,Land,4000000,733,15.1801323,73.9978596
Ponda,Office Space,4000000,13289,15.3979351,74.0079788
Shiroda,1 BHK,4000000,8333,15.3204056,74.0294384
Vasco,2 BHK,4000000,4129,15.398403,73.8129178
Sancoale,2 BHK,4000000,4321,15.3886307,73.8893336
Sanquelim,2 BHK,4000000,2885,15.5626483,74.0114543
Navelim,2 BHK,4000000,12347,15.2565946,73.9664212
Vasco,2 BHK,4000000,4981,15.398403,73.8129178
Raia,2 BHK,4000000,7485,15.31364,73.9840684
Ponda,Office Space,4000000,13289,15.3979351,74.0079788
Vasco,1 BHK,4000000,5161,15.398403,73.8129178
Vasco,2 BHK,4000000,8121,15.398403,73.8129178
Sanvordem,Land,4000000,731,15.2714033,74.1069244
Porvorim,Land,400000000,46450,15.5251795,73.8282988
Carambolim Lake,Land,4100000,13500,15.4935912,73.9233578
Carambolim Lake,Land,4100000,13500,15.4935912,73.9233578
Sancoale,1 BHK,4150000,4882,15.3886307,73.8893336
Ponda,2 BHK,4200000,4941,15.3979351,74.0079788
Majorda,1 BHK,4200000,6503,15.3132484,73.9103868
Khorlim,2 BHK,4200000,4288,15.5962895,73.7988996
Mapusa,1 BHK,4200000,14685,15.590853,73.8102146
Vasco,1 BHK,4200000,5419,15.398403,73.8129178
Panaji,Office Space,4200000,11141,15.4989946,73.8282141
Reis Magos,1 BHK,4200000,7362,15.4966011,73.8095534
Calangute,Studio Apartment,4200000,8482,15.545594,73.7646182
Bicholim,Land,4200000,1419,15.5557695,73.977291
Ponda,2 BHK,4200000,4773,15.3979351,74.0079788
Kadamba,2 BHK,4290000,4689,15.5378654,73.8310444
Curchorem,2 BHK,4300000,4653,15.2617381,74.1082756
Quepem,2 BHK,4300000,3733,15.2142541,74.0707793
Ucassaim,3 BHK,4300000,3233,15.5815901,73.8415693
Aquem,2 BHK,4300000,7348,15.2722287,73.9700286
Quepem,2 BHK,4300000,4270,15.2142541,74.0707793
Candolim,1 BHK,4300000,5789,15.5201532,73.7659422
Cuncolim,Land,4300000,1345,15.1801323,73.9978596
Merces,2 BHK,4340000,4688,15.4828297,73.8538551
Calangute,1 BHK,4400000,8800,15.545594,73.7646182
Sancoale,2 BHK,4400000,4400,15.3886307,73.8893336
Calangute,1 BHK,4400000,8765,15.545594,73.7646182
Porvorim,2 BHK,4420000,4888,15.5251795,73.8282988
Betalbatim,2 BHK,4440000,4687,15.300881,73.9203
Utorda,2 BHK,4460000,4695,15.3243076,73.9097235
Mapusa,2 BHK,4500000,3800,15.590853,73.8102146
Karaswada,2 BHK,4500000,5501,15.6104102,73.8266444
Porvorim,2 BHK,4500000,45918,15.5251795,73.8282988
Vasco,1 BHK,4500000,73770,15.398403,73.8129178
Mapusa,2 BHK,4500000,6000,15.590853,73.8102146
Seraulim,1 BHK,4500000,6968,null,null
Candolim,Industrial Building,450000000,1900,15.5201532,73.7659422
Aldona,1 BHK,4500000,6968,15.5896313,73.8710503
Cunchelim,1 BHK,4500000,5972,15.6160163,73.8165524
Arpora,3 BHK,4500000,2500,15.5630974,73.7640368
Quepem,2 BHK,4500000,5056,15.2142541,74.0707793
Quepem,2 BHK,4500000,4645,15.2142541,74.0707793
Ponda,2 BHK,4500000,5235,15.3979351,74.0079788
Margao,2 BHK,4500000,9294,15.272923,73.9583159
Siolim,1 BHK,4500000,7601,15.6270222,73.7656851
Ponda,2 BHK,4500000,6156,15.3979351,74.0079788
Assagao,Land,450000000,836,15.5981002,73.7721529
Canconna,1 BHK,4500000,5625,null,null
Old Goa,2 BHK,4500000,4645,15.5023329,73.9117432
Candolim,1 BHK,4500000,12857,15.5201532,73.7659422
Chicalim,Land,4500000,1394,15.3918926,73.8344664
Karaswada,2 BHK,4500000,4495,15.6104102,73.8266444
Vagator,Studio Apartment,4500000,5000,15.5985735,73.7408126
Seraulim,2 BHK,4500000,6000,null,null
Nuvem,1 BHK,4520000,6369,15.308184,73.9480748
Chimbel,2 BHK,4600000,5750,15.4914412,73.8747294
Colva,2 BHK,4600000,5380,15.278266,73.9197099
Aldona,1 BHK,4600000,7122,15.5896313,73.8710503
Sanquelim,2 BHK,4600000,4190,15.5626483,74.0114543
Verna,3 BHK,4690000,4690,15.3510255,73.9303722
Cansaulim,2 BHK,4690000,4690,15.3449171,73.8975655
Mapsa,3 BHK,4700000,4501,null,null
Mandrem,1 BHK,4700000,7520,15.6551117,73.7197877
Colva,2 BHK,4700000,5137,15.278266,73.9197099
Khorlim,2 BHK,4700000,5822,15.5962895,73.7988996
Dabolim,2 BHK,4700000,4700,15.3896948,73.8528925
Chorao,Land,4700000,1747,15.5473117,73.8777787
Margao,2 BHK,4700000,4700,15.272923,73.9583159
Mormugao,1 BHK,4700000,5875,15.4102428,73.7936048
Dabolim,2 BHK,4700000,5261,15.3896948,73.8528925
Ponda,2 BHK,4700000,6057,15.3979351,74.0079788
Carmona,2 BHK,4700000,4603,15.1976008,73.9510757
Maharashtra Border,Land,4730000,2389,null,null
Cansaulim,2 BHK,4750000,4694,15.3449171,73.8975655
Candolim,1 BHK,4800000,8727,15.5201532,73.7659422
Bainguinim,1 BHK,4800000,7742,15.5003488,73.9022881
Calangute,Studio Apartment,4800000,9290,15.545594,73.7646182
Calangute,Studio Apartment,4800000,17857,15.545594,73.7646182
Borda,2 BHK,4800000,4329,null,null
Calangute,1 BHK,4800000,7432,15.545594,73.7646182
Ponda,2 BHK,4800000,5309,15.3979351,74.0079788
Calangute,1 BHK,4800000,9600,15.545594,73.7646182
Sanguem,2 BHK,4800000,4054,15.2282657,74.1512667
Calangute,1 BHK,4800000,7619,15.545594,73.7646182
Calangute,1 BHK,4800000,9909,15.545594,73.7646182
Margao,2 BHK,4800000,5438,15.272923,73.9583159
Margao,1 BHK,4800000,7385,15.272923,73.9583159
Carambolim Lake,Land,4830000,1394,15.4935912,73.9233578
Carambolim Lake,Land,4830000,1394,15.4935912,73.9233578
Verna,2 BHK,4880000,4880,15.3510255,73.9303722
Mapsa,2 BHK,4900000,7207,null,null
Vasco,2 BHK,4900000,5836,15.398403,73.8129178
Verna,2 BHK,4930000,4695,15.3510255,73.9303722
Thivim,1 BHK,4990000,6534,15.6298781,73.8770455
Kadamba Plateau,1 BHK,5000000,7146,15.4893121,73.8911462
Siolim,1 BHK,5000000,7038,15.6270222,73.7656851
Bicholim,1 BHK,5000000,4647,15.5557695,73.977291
Cavelossim,1 BHK,5000000,10096,15.1845618,73.9456314
Dabolim,1 BHK,5000000,6250,15.3896948,73.8528925
Navelim,2 BHK,5000000,5556,15.2565946,73.9664212
Navelim,2 BHK,5000000,5556,15.2565946,73.9664212
Bandora,2 BHK,5000000,6024,15.4054135,73.9837253
Carambolim Lake,3 BHK,5000000,3978,15.4935912,73.9233578
Ponda,2 BHK,5000000,5235,15.3979351,74.0079788
Porvorim,2 BHK,5000000,4941,15.5251795,73.8282988
Chimbel,3 BHK,5000000,4839,15.4914412,73.8747294
Sancoale,3 BHK,5000000,4645,15.3886307,73.8893336
Mapusa,1 BHK,5000000,6502,15.590853,73.8102146
Ponda,Land,5000000,1025,15.3979351,74.0079788
Cunchelim,1 BHK,5000000,7386,15.6160163,73.8165524
Baga,Studio Apartment,5000000,11765,15.5592836,73.7539656
Goa,2 BHK,5000000,6394,15.4989946,73.8282141
Baga,1 BHK,5000000,7742,15.5592836,73.7539656
Calangute,1 BHK,5000000,8764,15.545594,73.7646182
Fatorda,2 BHK,5000000,6452,15.2981753,73.9715379
Vasco,2 BHK,5000000,4167,15.398403,73.8129178
Colva,2 BHK,5000000,5556,15.278266,73.9197099
Arpora,2 BHK,5000000,20001,15.5630974,73.7640368
Arossim,2 BHK,5000000,null,15.3330887,73.9042479
Margao,2 BHK,5000000,9294,15.272923,73.9583159
Raia,2 BHK,5000000,4167,15.31364,73.9840684
Mapusa,Land,5000000,333,15.590853,73.8102146
Bicholim,Land,5000000,115,15.5557695,73.977291
Navelim,2 BHK,5000000,12347,15.2565946,73.9664212
Tiswadi,2 BHK,5000000,4692,15.4904623,73.8838495
Verla,2 BHK,5000000,13151,15.5869941,73.7829566
Vasco,1 BHK,5030000,8400,15.398403,73.8129178
Borda,3 BHK,5050000,4691,null,null
Tiswadi,2 BHK,5050000,4691,15.4904623,73.8838495
Merces,2 BHK,5050000,4691,15.4828297,73.8538551
Old Goa,Land,5100000,1579,15.5023329,73.9117432
Sanquelim,2 BHK,5100000,4156,15.5626483,74.0114543
Porvorim,2 BHK,5100000,5640,15.5251795,73.8282988
Curchorem,2 BHK,5100000,4566,15.2617381,74.1082756
Santa cruz,3 BHK,5150000,4695,15.4731897,73.8468675
Santa cruz,2 BHK,5150000,4691,15.4731897,73.8468675
Curchorem,2 BHK,5160000,4691,15.2617381,74.1082756
Sanquelim,2 BHK,5200000,4238,15.5626483,74.0114543
Mumbai Highway,2 BHK,5200000,5428,15.6419274,73.8331837
Margao,1 BHK,5200000,6933,15.272923,73.9583159
Tiswadi,2 BHK,5200000,4831,15.4904623,73.8838495
Torsem,2 BHK,5200000,5714,null,null
Assagao,1 BHK,5200000,8667,15.5981002,73.7721529
Dabolim,2 BHK,5200000,5253,15.3896948,73.8528925
Borda,2 BHK,5200000,9199,null,null
